volatileacidity,citricacid,residualsugar,chlorides,freesulfurdioxide,totalsulfurdioxide,density,sulphates,alcohol
0.28,0.3,5.4,0.043,41,149,0.993,0.42,10.8
0.31,0.34,2.8,0.042,60,162,0.992,0.47,10.8
0.15,0.39,1.8,0.043,21,159,0.995,0.47,10.0
0.27,0.24,12.6,0.044000000000000004,48,118,0.997,0.56,10.0
0.24,0.28,1.1,0.034,26,83,0.9890000000000001,0.33,12.3
0.27,0.79,12.0,0.04,51,159,0.998,0.44,8.7
0.13,0.29,15.5,0.064,56,116,0.997,0.41,9.7
0.52,0.44,12.2,0.048,54,245,0.998,0.54,9.3
0.4,0.56,11.2,0.043,40,142,0.998,0.46,8.7
0.21,0.48,14.8,0.05,31,195,0.9990000000000001,0.75,8.8
0.19,0.56,17.3,0.055,47,169,1.0,0.67,9.3
0.24,0.25,1.7,0.042,48,189,0.992,0.42,11.4
0.2,0.43,15.0,0.053,60,184,1.001,0.79,8.8
0.19,0.26,1.4,0.03,12,76,0.991,0.37,10.9
0.23,0.33,6.9,0.052000000000000005,23,118,0.9940000000000001,0.46,10.4
0.4,0.27,5.2,0.03,32,101,0.992,0.62,12.3
0.24,0.27,2.1,0.03,22,162,0.991,0.68,11.9
0.21,0.39,2.0,0.057,21,138,0.992,0.52,10.9
0.28,0.29,2.7,0.038,26,107,0.991,0.41,11.6
0.22,0.25,1.5,0.024,21,109,0.992,0.58,10.4
0.35,0.3,6.5,0.027999999999999997,27,87,0.9940000000000001,0.42,11.4
0.27,0.3,9.2,0.018000000000000002,23,96,0.9940000000000001,0.29,11.0
0.3,0.36,10.0,0.042,33,169,0.998,0.51,9.3
0.11,0.27,8.6,0.044000000000000004,45,104,0.995,0.37,9.9
0.29,0.52,7.9,0.049,35,192,0.996,0.51,9.5
0.23,0.37,9.6,0.054000000000000006,23,159,0.998,0.47,9.8
0.19,0.27,0.9,0.04,52,103,0.99,0.39,11.2
0.2,0.4,1.5,0.037000000000000005,35,107,0.992,0.5,11.4
0.48,0.32,1.4,0.021,22,121,0.9890000000000001,0.53,12.7
0.36,0.56,1.3,0.046,25,102,0.992,0.33,10.5
0.33,0.22,5.2,0.047,24,151,0.995,0.47,10.3
0.21,0.27,2.1,0.03,26,139,0.99,0.61,12.6
0.25,0.27,15.2,0.049,75,217,0.997,0.39,9.9
0.2,0.22,1.3,0.049,25,155,0.993,0.43,10.0
0.13,0.27,4.6,0.08,34,172,0.9940000000000001,0.39,11.1
0.29,0.28,10.2,0.032,43,138,0.995,0.47,10.6
0.28,0.22,1.4,0.055999999999999994,24,130,0.9940000000000001,0.48,9.5
0.3,0.21,7.2,0.045,54,190,0.996,0.48,9.4
0.18,0.28,8.7,0.047,52,242,0.995,0.53,10.5
0.3,0.49,1.6,0.045,31,100,0.9940000000000001,0.59,10.2
0.27,0.32,2.0,0.034,31,102,0.99,0.56,12.3
0.39,0.21,1.2,0.040999999999999995,35,136,0.992,0.46,10.2
0.19,0.35,1.7,0.036000000000000004,33,101,0.993,0.54,10.8
0.17,0.71,11.8,0.038,52,148,0.998,0.46,8.9
0.16,0.29,6.0,0.03,29,144,0.995,0.46,10.7
0.2,0.34,1.9,0.043,25,136,0.9940000000000001,0.6,10.1
0.33,0.44,7.6,0.05,40,227,0.997,0.52,9.0
0.19,0.36,1.8,0.05,16,84,0.9940000000000001,0.45,9.8
0.16,0.42,1.0,0.036000000000000004,29,113,0.991,0.52,11.0
0.59,0.07,7.0,0.045,36,147,0.9940000000000001,0.57,9.7
0.19,0.27,13.9,0.057,45,155,0.998,0.41,8.8
0.16,0.26,1.5,0.032,35,100,0.991,0.77,12.0
0.34,0.2,6.1,0.063,47,164,0.995,0.42,10.0
0.27,0.33,3.6,0.034,9,45,0.991,0.4,10.5
0.31,0.25,11.2,0.048,32,136,0.997,0.4,9.5
0.4,0.17,12.9,0.033,59,186,0.998,0.49,9.4
0.21,0.31,1.7,0.048,17,61,0.99,0.37,12.0
0.31,0.5,13.3,0.055999999999999994,68,195,0.998,0.47,9.2
0.2,0.26,1.6,0.04,36,123,0.992,0.44,10.8
0.16,0.36,1.3,0.034,32,98,0.991,0.58,11.3
0.12,0.34,1.5,0.045,43,117,0.9940000000000001,0.51,9.0
0.19,0.31,14.5,0.045,39,193,0.9990000000000001,0.5,9.2
0.3,0.38,4.9,0.039,22,86,0.99,0.58,13.1
0.41,0.24,4.9,0.158,47,144,0.995,0.49,9.4
0.2,0.28,1.2,0.048,36,159,0.9940000000000001,0.43,9.1
0.33,0.22,1.4,0.040999999999999995,40,177,0.993,0.48,9.9
0.24,0.3,1.2,0.037000000000000005,11,95,0.9890000000000001,0.36,12.5
0.51,0.25,1.7,0.048,39,177,0.992,0.57,10.6
0.32,0.29,1.5,0.038,32,144,0.993,0.55,10.8
0.24,0.41,1.3,0.036000000000000004,42,118,0.99,0.64,11.8
0.28,0.34,7.5,0.035,34,177,0.997,0.43,9.1
0.21,0.28,8.6,0.045,37,221,0.995,0.54,10.4
0.33,0.38,8.7,0.126,49,199,0.997,0.57,9.4
0.33,0.2,16.1,0.047,26,166,0.998,0.46,8.9
0.29,0.18,15.0,0.04,21,116,0.997,0.5,9.2
0.35,0.49,1.0,0.036000000000000004,14,56,0.992,0.33,10.5
0.25,0.34,4.7,0.031,34,134,0.993,0.38,10.6
0.23,0.36,16.3,0.038,43,133,0.9990000000000001,0.41,8.8
0.17,0.28,2.9,0.03,22,111,0.99,0.34,11.3
0.27,0.28,7.8,0.038,26,89,0.992,0.34,12.5
0.25,0.3,1.6,0.046,32,134,0.993,0.51,10.1
0.19,0.19,7.1,0.048,36,110,0.9940000000000001,0.41,9.5
0.32,0.33,2.1,0.027000000000000003,35,138,0.9890000000000001,0.42,12.7
0.33,0.3,1.2,0.048,25,119,0.99,0.62,11.3
0.5,0.36,11.5,0.096,18,92,0.996,0.49,9.6
0.21,0.42,5.3,0.037000000000000005,36,123,0.993,0.52,10.9
0.26,0.26,1.1,0.052000000000000005,22,176,0.993,0.54,9.3
0.16,0.32,1.1,0.036000000000000004,74,184,0.991,0.41,11.0
0.18,0.31,1.6,0.049,36,127,0.993,0.67,10.4
0.19,0.28,1.1,0.044000000000000004,38,100,0.99,0.69,11.2
0.43,0.37,10.0,0.16899999999999998,22,210,0.998,0.64,9.5
0.22,0.72,6.8,0.042,33,168,0.996,0.36,9.2
0.31,0.39,7.5,0.055,42,218,0.997,0.54,10.3
0.21,0.34,8.5,0.033,31,253,0.995,0.56,10.5
0.32,0.27,16.0,0.034,58,185,0.9990000000000001,0.6,9.0
0.46,0.65,10.4,0.05,76,192,0.998,0.42,8.7
0.29,0.49,7.1,0.042,22,124,0.9940000000000001,0.41,10.8
0.25,0.39,6.4,0.034,8,84,0.9940000000000001,0.46,11.5
0.14,0.74,1.6,0.035,21,126,0.993,0.45,10.2
0.25,0.26,7.2,0.048,52,207,0.996,0.37,9.2
0.25,0.39,1.5,0.04,40,89,0.991,0.4,11.4
0.25,0.28,14.4,0.055,55,205,0.9990000000000001,0.38,9.0
0.24,0.47,15.2,0.057,40,234,1.001,0.66,9.0
0.16,0.27,15.5,0.05,25,135,0.998,0.43,8.7
0.23,0.25,18.8,0.085,19,111,1.0,0.51,8.7
0.45,0.56,1.0,0.04,8,84,0.9940000000000001,0.43,10.8
0.48,0.36,3.5,0.03,31,135,0.99,0.38,12.2
0.34,0.54,17.3,0.06,46,235,1.002,0.61,8.8
0.37,0.67,10.5,0.045,49,155,0.998,0.44,8.7
0.22,0.45,8.0,0.053,52,196,0.996,0.48,9.1
0.19,0.29,4.3,0.045,33,126,0.997,0.42,9.3
0.34,0.3,8.4,0.051,40,167,0.998,0.62,9.7
0.17,0.23,2.9,0.039,10,108,0.992,0.5,10.0
0.19,0.71,17.5,0.042,21,114,0.998,0.5,9.5
0.15,0.46,1.6,0.039,38,123,0.993,0.51,9.7
0.26,0.4,1.7,0.179,5,60,0.993,0.54,10.1
0.23,0.26,7.2,0.040999999999999995,21,90,0.995,0.55,9.5
0.25,0.26,7.2,0.048,52,207,0.996,0.37,9.2
0.17,0.21,6.0,0.05,26,134,0.9940000000000001,0.54,9.8
0.49,0.23,2.4,0.087,19,115,0.995,0.44,9.4
0.31,0.32,7.6,0.052000000000000005,35,143,0.996,0.38,9.0
0.43,0.18,13.2,0.032,25,131,0.996,0.51,10.7
0.26,0.27,1.5,0.04,19,114,0.993,0.62,10.5
0.22,0.4,2.4,0.054000000000000006,18,151,0.995,0.46,9.3
0.17,0.42,1.0,0.075,19,71,0.991,0.62,11.4
0.37,0.15,2.0,0.028999999999999998,27,87,0.99,0.59,12.6
0.2,0.37,1.2,0.037000000000000005,48,119,0.992,0.49,10.9
0.24,0.36,2.2,0.027000000000000003,36,134,0.99,0.36,12.5
0.49,0.24,15.1,0.03,34,153,0.995,0.51,12.0
0.12,0.27,4.8,0.03,40,110,0.992,0.68,12.1
0.37,0.3,2.2,0.033,39,107,0.9890000000000001,0.53,13.5
0.28,0.29,1.6,0.052000000000000005,34,127,0.993,0.56,10.5
0.22,0.28,12.0,0.055999999999999994,68,143,0.998,0.3,9.2
0.29,0.38,10.7,0.038,49,136,0.9940000000000001,0.59,11.2
0.11,0.32,12.4,0.051,34,106,0.998,0.45,9.2
0.26,0.29,7.7,0.038,40,179,0.995,0.56,10.4
0.21,0.23,7.9,0.033,22,130,0.9940000000000001,0.59,10.9
0.25,0.37,13.5,0.06,52,192,0.998,0.44,9.1
0.24,0.33,12.3,0.046,31,145,0.998,0.4,9.5
0.21,0.35,14.5,0.048,35,178,0.998,0.47,8.9
0.16,0.57,1.1,0.13,58,140,0.993,0.39,9.3
0.33,0.28,1.1,0.038,30,110,0.992,0.42,10.5
0.24,0.45,3.8,0.027000000000000003,21,128,0.992,0.49,11.2
0.17,0.49,1.0,0.039,46,131,0.993,0.51,10.5
0.32,0.24,13.1,0.05,52,204,0.998,0.49,8.8
0.31,0.49,6.9,0.034,26,91,0.9940000000000001,0.34,11.5
0.14,0.27,4.6,0.028999999999999998,22,104,0.995,0.44,9.0
0.3,0.4,2.2,0.054000000000000006,29,175,0.9940000000000001,0.53,9.8
0.27,0.27,1.6,0.046,32,113,0.992,0.51,10.5
0.24,0.42,14.0,0.066,48,198,0.998,0.42,8.9
0.2,0.31,2.1,0.033,32,95,0.9890000000000001,0.61,12.0
0.47,0.29,14.8,0.024,22,142,0.995,0.48,12.0
0.22,0.34,1.4,0.023,56,115,0.99,0.7,11.7
0.2,0.4,5.2,0.055,41,167,0.995,0.4,10.6
0.19,0.49,6.7,0.037000000000000005,15,110,0.9940000000000001,0.38,11.0
0.25,0.18,1.4,0.055999999999999994,13,137,0.9940000000000001,0.42,9.5
0.32,0.13,7.8,0.042,11,117,0.996,0.37,9.2
0.28,0.49,7.7,0.045,48,195,0.995,0.55,11.0
0.17,0.44,14.1,0.053,43,145,1.001,0.75,8.8
0.27,0.32,6.3,0.048,47,159,0.993,0.6,11.0
0.17,0.28,4.7,0.037000000000000005,39,133,0.993,0.46,10.8
0.23,0.39,14.2,0.057999999999999996,49,192,0.998,0.48,9.0
0.28,0.24,17.5,0.044000000000000004,60,167,0.9990000000000001,0.44,9.4
0.28,0.27,17.5,0.045,48,253,1.0,0.56,9.1
0.41,0.66,10.8,0.051,77,194,0.998,0.46,8.7
0.22,0.34,0.7,0.04,5,25,0.992,0.37,10.5
0.3,0.33,4.1,0.035,26,155,0.993,0.79,12.3
0.22,0.24,4.6,0.044000000000000004,39,159,0.993,0.28,11.5
0.3,0.59,1.7,0.046,10,70,0.9940000000000001,0.56,10.8
0.18,0.58,1.3,0.034,29,129,0.99,0.6,12.0
0.23,0.33,1.0,0.043,46,110,0.991,0.65,10.8
0.27,0.61,12.0,0.046,64,179,0.998,0.46,8.9
0.37,0.2,7.6,0.031,49,170,0.996,0.48,9.5
0.25,0.49,3.0,0.03,30,96,0.99,0.39,12.3
0.19,0.35,13.5,0.038,49,118,0.995,0.63,10.7
0.21,0.28,8.7,0.045,37,222,0.995,0.54,10.4
0.34,0.46,1.0,0.023,6,80,0.9890000000000001,0.54,12.9
0.16,0.27,12.0,0.03,39,98,0.9940000000000001,0.34,10.8
0.26,0.27,12.9,0.044000000000000004,69,215,0.997,0.43,10.0
0.36,0.28,6.1,0.028999999999999998,12,93,0.991,0.27,12.8
0.3,0.47,1.4,0.049,50,187,0.993,0.45,9.5
0.27,0.49,1.2,0.063,35,92,0.991,0.42,12.2
0.24,0.44,3.5,0.028999999999999998,5,109,0.991,0.43,11.7
0.36,0.38,0.9,0.037000000000000005,3,75,0.99,0.34,11.4
0.2,0.33,1.9,0.035,39,138,0.991,0.44,11.7
0.23,0.35,16.5,0.04,60,171,0.9990000000000001,0.59,9.1
0.25,0.4,5.7,0.052000000000000005,56,152,0.9940000000000001,0.88,10.5
0.15,0.3,1.4,0.022000000000000002,38,100,0.991,0.57,11.4
0.24,0.29,1.2,0.037000000000000005,37,97,0.993,0.7,10.1
0.21,0.38,2.2,0.026000000000000002,40,104,0.991,0.4,11.1
0.28,0.44,7.1,0.048,49,179,0.995,0.48,9.2
0.36,0.32,10.1,0.045,37,131,0.9940000000000001,0.33,11.7
0.15,0.39,1.3,0.055,32,146,0.993,0.39,10.5
0.33,0.22,1.6,0.027000000000000003,18,89,0.9890000000000001,0.38,12.5
0.34,0.36,8.9,0.028999999999999998,44,128,0.993,0.35,12.0
0.13,0.3,1.8,0.04,43,179,0.996,0.41,9.0
0.2,0.49,1.3,0.031,8,97,0.992,0.62,11.1
0.21,0.22,5.1,0.048,38,168,0.995,0.49,10.4
0.35,0.25,7.8,0.031,24,116,0.992,0.4,11.3
0.24,0.32,12.2,0.054000000000000006,42,138,0.998,0.54,8.8
0.21,0.58,10.0,0.081,34,126,0.996,0.46,8.9
0.35,0.44,6.5,0.055999999999999994,31,161,0.995,0.44,9.5
0.22,0.49,7.5,0.054000000000000006,42,151,0.995,0.52,10.1
0.3,0.24,6.6,0.12300000000000001,35,116,0.995,0.48,9.4
0.33,0.34,6.6,0.067,35,156,0.995,0.48,9.3
0.24,0.34,15.4,0.05,38,174,0.998,0.42,9.0
0.4,0.41,8.2,0.05,15,122,0.998,0.49,9.3
0.34,0.35,6.0,0.034,12,126,0.992,0.39,12.0
0.23,0.43,1.4,0.044000000000000004,22,113,0.9940000000000001,0.62,10.6
0.28,0.36,1.6,0.04,25,87,0.992,0.66,10.3
0.18,0.35,1.5,0.049,49,141,0.993,0.85,10.2
0.18,0.28,1.1,0.027000000000000003,32,112,0.991,0.45,11.0
0.13,0.28,13.3,0.05,47,132,0.997,0.42,10.1
0.23,0.36,17.2,0.039,37,130,0.9990000000000001,0.43,8.8
0.25,0.3,1.2,0.036000000000000004,42,107,0.991,0.56,10.8
0.2,0.26,6.8,0.049,22,93,0.993,0.42,11.0
0.21,0.47,1.3,0.039,21,123,0.996,0.64,9.5
0.32,0.42,1.3,0.046,14,186,0.995,0.48,9.6
0.22,0.38,10.3,0.059000000000000004,28,99,0.997,0.47,10.0
0.2,0.49,5.9,0.038,39,128,0.9940000000000001,0.48,10.8
0.4,0.46,6.2,0.055999999999999994,42,241,0.997,0.6,9.9
0.49,0.29,4.1,0.026000000000000002,19,101,0.992,0.38,12.4
0.28,0.14,1.4,0.043,64,159,0.992,0.39,10.0
0.18,0.33,1.0,0.054000000000000006,24,164,0.993,0.51,10.5
0.27,0.3,2.2,0.037000000000000005,36,129,0.991,0.3,11.5
0.36,0.45,1.6,0.042,11,124,0.9940000000000001,0.46,10.8
0.25,0.25,9.7,0.032,12,68,0.9940000000000001,0.34,10.5
0.28,0.41,2.0,0.044000000000000004,50,152,0.993,0.49,10.7
0.22,0.3,1.3,0.052000000000000005,42,86,0.991,0.47,11.6
0.24,0.35,0.6,0.042,11,71,0.993,0.38,10.6
0.66,0.48,1.2,0.028999999999999998,29,75,0.9890000000000001,0.39,12.8
0.41,0.22,7.1,0.05,44,154,0.993,0.4,10.5
0.41,0.34,4.7,0.042,19,127,0.995,0.42,10.4
0.28,0.33,14.6,0.043,47,168,0.9990000000000001,0.67,8.8
0.25,0.28,14.4,0.055,55,205,0.9990000000000001,0.38,9.0
0.2,0.26,14.7,0.045,53,125,0.998,0.69,9.4
0.22,0.39,1.2,0.049,26,152,0.993,0.47,10.0
0.23,0.2,11.4,0.044000000000000004,45,131,0.996,0.51,9.7
0.23,0.24,14.2,0.053,19,94,0.998,0.5,9.6
0.66,0.0,13.0,0.033,32,75,0.996,0.5,10.7
0.52,0.26,5.7,0.038,27,130,0.99,0.27,13.0
0.24,0.37,11.3,0.043,64,173,0.996,0.53,9.9
0.32,0.12,11.5,0.033,35,165,0.997,0.32,9.0
0.23,0.37,1.8,0.032,60,156,0.992,0.35,11.1
0.14,0.3,5.4,0.045,26,105,0.995,0.45,9.3
0.32,0.18,1.4,0.028999999999999998,26,104,0.991,0.37,11.0
0.19,0.31,19.3,0.043,38,167,1.0,0.52,9.1
0.25,0.34,1.3,0.055999999999999994,34,176,0.9940000000000001,0.51,9.5
0.17,0.42,15.1,0.033,28,124,0.997,0.47,9.5
0.3,0.28,1.6,0.036000000000000004,28,106,0.988,0.41,13.3
0.22,0.41,6.7,0.034,39,116,0.992,0.46,11.5
0.21,0.49,19.8,0.054000000000000006,50,231,1.001,0.54,9.2
0.33,0.72,1.1,0.061,7,151,0.993,0.57,9.5
0.22,0.32,16.9,0.055999999999999994,49,158,1.0,0.38,9.6
0.3,0.74,4.6,0.040999999999999995,36,159,0.995,0.45,9.9
0.28,0.24,17.8,0.047,42,111,0.9990000000000001,0.45,8.9
0.36,0.21,6.7,0.038,51,166,0.9940000000000001,0.63,10.0
0.31,0.23,3.3,0.052000000000000005,34,113,0.9940000000000001,0.48,8.4
0.32,0.32,8.3,0.043,32,105,0.993,0.47,11.2
0.22,0.31,1.4,0.039,40,129,0.992,0.59,10.9
0.23,0.56,16.5,0.063,53,282,1.001,0.51,9.3
0.27,0.29,11.4,0.036000000000000004,31,115,0.995,0.48,10.5
0.48,0.37,0.8,0.037000000000000005,4,100,0.99,0.39,11.4
0.26,0.25,12.5,0.034,38,152,0.998,0.43,9.4
0.16,0.3,13.7,0.055999999999999994,33,168,0.998,0.44,8.7
0.21,0.25,1.1,0.035,26,81,0.99,0.52,11.4
0.34,0.46,4.7,0.028999999999999998,21,94,0.991,0.62,12.3
0.18,0.45,4.6,0.040999999999999995,67,158,0.993,0.38,10.6
0.29,0.23,14.2,0.037000000000000005,24,99,0.995,0.38,10.6
0.26,0.39,1.4,0.02,12,66,0.991,0.75,11.3
0.26,0.49,8.3,0.047,54,191,0.995,0.4,10.3
0.18,0.28,10.2,0.039,29,115,0.995,0.45,10.9
0.27,0.49,23.5,0.057,59,235,1.002,0.47,8.6
0.32,0.28,4.8,0.034,25,100,0.99,0.47,12.4
0.25,0.2,1.4,0.024,29,101,0.992,0.54,10.8
0.19,0.21,1.8,0.049,35,163,0.992,0.5,10.3
0.44,0.2,11.5,0.049,44,157,0.998,0.44,9.0
0.26,0.28,4.8,0.05,34,150,0.9940000000000001,0.5,10.0
0.3,0.21,15.7,0.055999999999999994,49,159,0.998,0.48,9.0
0.24,0.39,2.9,0.17300000000000001,63,157,0.9940000000000001,0.34,9.4
0.26,0.24,1.7,0.039,139,272,0.995,0.53,9.6
0.42,0.26,9.2,0.057999999999999996,34,199,0.997,0.55,9.3
0.21,0.27,7.3,0.031,41,144,0.993,0.38,11.8
0.29,0.21,9.7,0.040999999999999995,36,119,0.993,0.34,10.9
0.19,0.31,6.3,0.034,17,103,0.993,0.52,11.4
0.24,0.22,7.9,0.053,45,149,0.995,0.52,9.3
0.25,0.35,2.9,0.034,38,121,0.99,0.4,12.8
0.4,0.28,6.5,0.037000000000000005,26,97,0.991,0.58,12.6
0.41,0.22,4.8,0.052000000000000005,49,142,0.995,0.62,9.2
0.28,0.21,1.6,0.032,23,85,0.99,0.42,12.5
0.31,0.29,10.5,0.04,21,145,0.997,0.35,9.4
0.19,0.49,15.6,0.057999999999999996,50,134,1.0,0.36,9.1
0.35,0.34,1.0,0.068,32,143,0.991,0.4,10.1
0.18,0.29,1.4,0.042,34,101,0.9940000000000001,0.6,10.5
0.23,0.3,1.8,0.033,16,91,0.991,0.4,11.8
0.21,0.18,11.6,0.044000000000000004,61,155,0.997,0.52,9.4
0.29,0.3,1.1,0.022000000000000002,20,110,0.9890000000000001,0.38,12.8
0.32,0.27,12.9,0.04,60,221,0.998,0.66,9.4
0.27,0.4,14.0,0.05,64,227,0.998,0.58,9.6
0.25,0.22,9.8,0.049,50,125,0.996,0.45,10.1
0.23,0.37,8.5,0.036000000000000004,46,153,0.996,0.48,9.4
0.23,0.46,6.4,0.036000000000000004,17,85,0.993,0.78,11.7
0.27,0.43,1.6,0.035,31,128,0.992,0.5,12.3
0.23,0.26,7.2,0.040999999999999995,21,90,0.995,0.55,9.5
0.38,0.29,2.4,0.136,15,93,0.993,0.6,9.5
0.28,0.38,7.8,0.031,54,216,0.992,0.42,13.1
0.29,0.16,6.8,0.034,65,212,0.996,0.39,9.0
0.16,0.37,1.5,0.025,43,117,0.993,0.51,9.7
0.24,0.29,1.2,0.047,33,127,0.991,0.5,11.0
0.35,0.46,0.9,0.033,9,65,0.9890000000000001,0.35,12.1
0.18,0.29,1.2,0.044000000000000004,12,143,0.992,0.48,11.3
0.36,0.28,8.3,0.034,29,81,0.992,0.39,12.5
0.36,0.43,10.1,0.053,29,146,0.998,0.46,9.5
0.3,0.74,1.8,0.033,33,156,0.991,0.52,12.8
0.38,0.15,4.6,0.044000000000000004,25,78,0.993,0.38,10.2
0.28,0.29,11.9,0.052000000000000005,51,149,0.995,0.58,10.4
0.44,0.27,5.0,0.038,33,166,0.991,0.42,12.2
0.23,0.4,1.5,0.044000000000000004,19,135,0.9940000000000001,0.49,10.9
0.33,0.16,1.5,0.049,10,97,0.992,0.44,10.7
0.17,0.36,6.4,0.055,42,123,0.993,0.5,11.0
0.31,0.36,5.1,0.031,46,145,0.99,0.31,12.4
0.18,0.36,2.0,0.038,20,250,0.992,0.79,11.3
0.28,0.3,7.8,0.049,57,202,0.996,0.39,9.5
0.24,0.32,1.3,0.037000000000000005,39,123,0.992,0.42,11.2
0.28,0.32,1.7,0.038,27,128,0.9940000000000001,0.62,10.2
0.25,0.24,1.6,0.045,39,164,0.9940000000000001,0.58,10.8
0.12,0.33,1.0,0.038,23,131,0.992,0.45,9.8
0.4,0.32,10.6,0.049,38,209,0.998,0.59,9.3
0.38,0.36,9.2,0.061,42,214,0.998,0.56,9.4
0.34,0.3,15.6,0.054000000000000006,51,196,0.998,0.49,9.3
0.16,0.25,14.3,0.044000000000000004,27,149,0.998,0.46,9.2
0.26,0.31,1.3,0.043,47,155,0.9940000000000001,0.5,10.1
0.26,0.36,1.2,0.035,43,126,0.991,0.63,11.4
0.3,0.44,18.8,0.057,65,224,1.0,0.53,9.1
0.36,0.46,10.5,0.038,4,83,0.996,0.3,10.1
0.32,0.33,7.4,0.037000000000000005,25,95,0.993,0.49,11.1
0.24,0.3,1.3,0.03,25,98,0.99,0.43,12.4
0.31,0.02,11.1,0.036000000000000004,20,114,0.992,0.44,12.4
0.33,0.44,8.9,0.055,52,164,0.995,0.48,9.6
0.16,0.4,1.6,0.033,59,148,0.991,0.53,11.4
0.4,0.35,5.1,0.026000000000000002,17,113,0.991,0.67,12.4
0.28,0.27,4.1,0.046,50,147,0.991,0.56,11.6
0.25,0.31,2.3,0.05,32,156,0.991,0.51,11.4
0.28,0.39,10.2,0.045,59,209,0.997,0.63,9.6
0.29,0.57,1.0,0.06,15,120,0.992,0.41,9.5
0.3,0.3,1.2,0.028999999999999998,25,93,0.987,0.4,13.6
0.29,0.29,4.6,0.028999999999999998,27,155,0.993,0.26,10.6
0.25,0.33,8.5,0.042,29,141,0.995,0.6,10.4
0.41,0.24,1.9,0.034,10,53,0.988,0.5,13.5
0.31,0.3,0.9,0.045,16,109,0.992,0.39,10.1
0.32,0.23,16.2,0.055,36,176,0.9990000000000001,0.54,9.1
0.32,0.49,1.6,0.05,17,131,0.996,0.34,9.4
0.31,0.3,10.0,0.046,49,212,0.996,0.55,11.9
0.31,0.34,6.8,0.059000000000000004,51,215,0.995,0.56,10.3
0.34,0.21,7.2,0.040999999999999995,48,146,0.9940000000000001,0.49,9.8
0.42,0.38,8.1,0.061,49,144,0.997,0.58,11.0
0.21,0.27,18.2,0.042,41,146,1.0,0.36,8.7
0.32,0.62,10.6,0.036000000000000004,56,153,0.998,0.44,8.9
0.33,0.38,9.7,0.04,29,124,0.995,0.48,11.0
0.43,0.4,13.1,0.038,59,241,0.998,0.57,9.0
0.28,0.49,1.5,0.034,20,126,0.992,0.39,10.6
0.24,0.34,2.0,0.037000000000000005,40,108,0.9890000000000001,0.5,12.3
0.28,0.34,4.0,0.031,40,99,0.99,0.39,12.8
0.23,0.2,2.0,0.043,39,154,0.992,0.39,10.2
0.31,0.09,1.4,0.039,53,141,0.992,0.44,10.1
0.31,0.38,10.5,0.031,53,140,0.993,0.46,11.7
0.29,0.42,10.6,0.042,66,202,0.997,0.53,9.5
0.3,0.74,1.8,0.033,33,156,0.991,0.52,12.8
0.29,0.29,3.3,0.037000000000000005,32,140,0.99,0.36,12.8
0.3,0.38,14.9,0.032,60,181,0.998,0.61,9.3
0.39,0.54,1.4,0.157,34,132,0.9940000000000001,0.53,9.0
0.39,0.22,4.0,0.038,17,98,0.99,0.53,13.0
0.26,0.43,12.6,0.033,64,230,0.997,0.38,8.9
0.37,0.31,4.7,0.038,3,127,0.992,0.72,12.1
0.13,0.22,12.7,0.057999999999999996,24,183,0.996,0.42,11.7
0.62,0.42,12.0,0.067,24,131,0.997,0.34,9.3
0.29,0.27,1.6,0.062,17,140,0.991,0.35,11.1
0.41,0.27,2.6,0.033,25,85,0.991,0.34,11.7
0.23,0.35,10.3,0.042,54,140,0.997,0.47,9.2
0.37,0.14,1.2,0.055,24,84,0.9940000000000001,0.43,8.9
0.36,0.33,1.4,0.025,27,55,0.992,0.33,11.2
0.26,0.34,14.4,0.067,35,189,0.9990000000000001,0.53,9.1
0.28,0.3,10.7,0.044000000000000004,61,222,0.997,0.5,9.1
0.2,0.5,10.0,0.036000000000000004,78,167,0.996,0.55,10.2
0.19,0.58,14.2,0.038,51,164,0.998,0.48,9.6
0.31,0.31,1.0,0.021,52,148,0.99,0.32,11.5
0.46,0.31,1.7,0.052000000000000005,50,183,0.992,0.42,11.2
0.34,0.46,13.8,0.055,68,198,0.9990000000000001,0.37,9.5
0.45,0.28,10.8,0.051,25,157,0.996,0.47,11.4
0.27,0.32,1.3,0.044000000000000004,18,93,0.99,0.56,12.3
0.2,0.37,2.0,0.03,26,136,0.993,0.61,10.2
0.22,0.29,1.2,0.045,69,152,0.992,0.63,11.0
0.35,0.29,14.4,0.044000000000000004,54,177,0.9990000000000001,0.58,8.9
0.28,0.29,1.1,0.027999999999999997,18,69,0.992,0.54,10.0
0.63,0.04,1.3,0.057999999999999996,25,133,0.993,0.39,10.2
0.25,0.37,1.0,0.043,10,80,0.991,0.38,11.4
0.28,0.27,2.3,0.051,23,147,0.9940000000000001,0.67,10.3
0.16,0.49,1.3,0.039,34,136,0.993,0.77,10.5
0.2,0.3,14.2,0.055999999999999994,53,213,0.9990000000000001,0.46,8.9
0.4,0.28,6.5,0.037000000000000005,26,97,0.991,0.58,12.6
0.25,0.26,12.5,0.049,53,120,0.997,0.45,9.4
0.25,0.25,1.6,0.046,50,181,0.993,0.42,11.0
0.47,0.49,13.0,0.239,42,220,0.9990000000000001,0.51,9.2
0.18,0.28,1.7,0.040999999999999995,53,161,0.992,0.45,10.2
0.26,0.33,11.8,0.057,48,127,0.997,0.55,10.0
